species_common_name,species_scientific_name,species_abbreviation,lat,count
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Cape petrel,Daption capense,DAPCAP,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,2
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,1
Petrel ,NA,PETRUN,-36,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-36,9
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-36,4
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-36,20
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,2
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-36,10
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Shearwater ,Puffinus sp.,PUFSP,-37,10
Australasian gannet,Morus serrator,MORSER,-37,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Providence petrel,Pterodroma solandri,PTESOL,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-38,2
White-naped petrel,Pterodroma cervicalis,PTECER,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,1
Sooty shearwater,Puffinus griseus,PUFGRI,-38,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-38,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-38,5
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,2
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Prion ,Pachyptila sp,PACSP,-39,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Prion ,Pachyptila sp,PACSP,-39,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Prion ,Pachyptila sp,PACSP,-39,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Prion ,Pachyptila sp,PACSP,-39,100
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Australasian gannet,Morus serrator,MORSER,-39,2
Australasian gannet,Morus serrator,MORSER,-39,2
Prion ,Pachyptila sp,PACSP,-40,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Prion ,Pachyptila sp,PACSP,-40,20
Prion ,Pachyptila sp,PACSP,-40,10
Prion ,Pachyptila sp,PACSP,-40,20
Sooty shearwater,Puffinus griseus,PUFGRI,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Prion ,Pachyptila sp,PACSP,-40,20
Sooty shearwater,Puffinus griseus,PUFGRI,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,6
Prion ,Pachyptila sp,PACSP,-40,10
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,4
Prion ,Pachyptila sp,PACSP,-40,200
Giant petrel ,Macronectes sp.,MACSP,-40,1
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-40,15
Sooty shearwater,Puffinus griseus,PUFGRI,-40,1
Southern black-backed gull,Larus dominicanus,LARDOM,-40,12
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,2
Giant petrel ,Macronectes sp.,MACSP,-40,1
Australasian gannet,Morus serrator,MORSER,-40,1
Southern black-backed gull,Larus dominicanus,LARDOM,-40,12
Giant petrel ,Macronectes sp.,MACSP,-40,2
Southern black-backed gull,Larus dominicanus,LARDOM,-40,12
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Prion ,Pachyptila sp,PACSP,-40,20
Sooty shearwater,Puffinus griseus,PUFGRI,-40,2
Southern black-backed gull,Larus dominicanus,LARDOM,-40,1
Prion ,Pachyptila sp,PACSP,-40,1000
Prion ,Pachyptila sp,PACSP,-40,500
Australasian gannet,Morus serrator,MORSER,-40,1
Southern black-backed gull,Larus dominicanus,LARDOM,-40,2
Prion ,Pachyptila sp,PACSP,-40,10
Southern black-backed gull ,Larus dominicanus ,LARDOM,-40,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-40,1
Prion ,Pachyptila sp,PACSP,-40,10
Southern black-backed gull,Larus dominicanus,LARDOM,-40,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39.53333333333333,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-39.53333333333333,5
Black-winged petrel,Pterodroma nigripennis,PTENIG,-39.53333333333333,1
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-39.46666666666667,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-39.46666666666667,5
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-39.45,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-39.45,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.9,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.88333333333333,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39.81666666666667,1
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-39.81666666666667,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-39.81666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.766666666666666,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.766666666666666,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.766666666666666,8
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.71666666666667,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.71666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.65,1
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-38.65,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.65,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38.63333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38.63333333333333,1
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-38.63333333333333,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38.63333333333333,11
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.95,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.95,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,1
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-37,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-37,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-37,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.85,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.85,1
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-37.85,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-37.85,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37.85,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.266666666666666,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37.266666666666666,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.266666666666666,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37.266666666666666,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.25,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.25,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37.25,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37,6
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.15,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37.15,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37,11
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37.016666666666666,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37.016666666666666,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-37.016666666666666,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.333333333333336,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.333333333333336,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36.333333333333336,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36.3,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.3,4
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36.3,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,6
Black-winged petrel,Pterodroma nigripennis,PTENIG,-36,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.78333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.78333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.78333333333333,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.78333333333333,2
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.78333333333333,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.78333333333333,14
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.68333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.68333333333333,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.68333333333333,6
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.68333333333333,2
Australasian gannet ,Morus serrator ,MORSER,-35.68333333333333,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.68333333333333,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.666666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.666666666666664,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.666666666666664,1
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.666666666666664,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.666666666666664,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.65,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.65,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.65,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.65,2
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.65,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.65,7
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.6,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.6,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.6,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.6,4
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.6,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.6,18
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.56666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35.56666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35.56666666666667,13
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35.56666666666667,6
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35.56666666666667,21
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,1
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-35,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.86666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.86666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34,4
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-34,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34,20
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-34,10
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-34,10
Sooty tern,Onychoprion fuscatus,ONYFUS,-34,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34,5
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-34,2
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-34,2
Sooty tern,Onychoprion fuscatus,ONYFUS,-34,2
Black-winged petrel,Pterodroma nigripennis,PTENIG,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.666666666666664,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34.666666666666664,6
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-34.666666666666664,60
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.666666666666664,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-34.666666666666664,18
Pomarine skua,Stercorarius pomarinus,STEPOM,-34.666666666666664,1
Sooty tern,Onychoprion fuscatus,ONYFUS,-34.666666666666664,8
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-34,7
White tern,Gygis alba,GYGALB,-34,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.96666666666667,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.96666666666667,5
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-33.96666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,4
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Pomarine skua,Stercorarius pomarinus,STEPOM,-33,1
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-33,1
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-35,3
Australasian gannet ,Morus serrator ,MORSER,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Petrel ,NA,PETRUN,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
All dark petrel ,NA,DRKPUN,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Northern giant petrel ,Macronectes halli ,MACHAL,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-37,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-38,1
Red-tailed tropicbird ,Phaethon rubricauda ,PHARUB,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Prion ,Pachyptila sp,PACSP,-38,5
Fluttering shearwater,Puffinus gavia,PUFGAV,-38,2
Storm-petrel ,NA,STPEUN,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Fluttering shearwater,Puffinus gavia,PUFGAV,-38,1
Subantarctic skua,Catharacta antarctica,CATANT,-35,1
Crested tern,Sterna bergii,STEBER,-35,1
Australasian gannet ,Morus serrator ,MORSER,-35,2
Red-billed gull ,Larus novaehollandiae ,LARNOV,-35,2
Mollymawk ,Thallassarche sp,THASP,-35,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-35,8
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Mollymawk ,Thallassarche sp,THASP,-35,1
Australasian gannet ,Morus serrator ,MORSER,-35,2
Red-billed gull ,Larus novaehollandiae ,LARNOV,-35,14
Giant petrel ,Macronectes sp. ,MACSP,-35,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-35,30
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Yellow-nosed mollymawk ,Thalassarche carteri ,THACARCHL,-38,3
Northern giant petrel ,Macronectes halli ,MACHAL,-38,2
Cape petrel,Daption capense,DAPCAP,-38,40
Prion ,Pachyptila sp,PACSP,-38,2
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,2
Giant petrel ,Macronectes sp. ,MACSP,-38,1
Cape petrel,Daption capense,DAPCAP,-38,50
Australasian gannet ,Morus serrator ,MORSER,-38,2
Subantarctic skua,Catharacta antarctica,CATANT,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Cape petrel,Daption capense,DAPCAP,-38,2
Cape petrel,Daption capense,DAPCAP,-38,50
Subantarctic skua,Catharacta antarctica,CATANT,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,2
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-38,1
Giant petrel ,Macronectes sp.,MACSP,-38,2
Cape petrel,Daption capense,DAPCAP,-38,50
Prion ,Pachyptila sp,PACSP,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,3
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-38,1
Giant petrel ,Macronectes sp.,MACSP,-38,2
Cape petrel,Daption capense,DAPCAP,-38,50
Prion ,Pachyptila sp,PACSP,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,2
Giant petrel ,Macronectes sp. ,MACSP,-38,2
Cape petrel,Daption capense,DAPCAP,-38,50
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-39,4
Giant petrel ,Macronectes sp. ,MACSP,-39,2
Cape petrel,Daption capense,DAPCAP,-39,40
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-39,1
Giant petrel ,Macronectes sp. ,MACSP,-39,2
Cape petrel,Daption capense,DAPCAP,-39,40
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,1
Cape petrel,Daption capense,DAPCAP,-39,30
Giant petrel ,Macronectes sp. ,MACSP,-40,2
Pacific gull ,Larus pacificus ,LARPAC,-40,3
Pacific gull ,Larus pacificus ,LARPAC,-40,2
Giant petrel ,Macronectes sp.,MACSP,-40,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-40,4
Red-billed gull ,Larus novaehollandiae ,LARNOV,-40,2
Giant petrel ,Macronectes sp.,MACSP,-40,1
Cape petrel,Daption capense,DAPCAP,-40,2
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-40,2
Giant petrel ,Macronectes sp.,MACSP,-40,1
Cape petrel,Daption capense,DAPCAP,-40,1
Giant petrel ,Macronectes sp.,MACSP,-40,2
Giant petrel ,Macronectes sp.,MACSP,-37,5
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-38,2
Mollymawk ,Thallassarche sp,THASP,-38,2
Cape petrel,Daption capense,DAPCAP,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Cape petrel,Daption capense,DAPCAP,-38,1
Prion ,Pachyptila sp,PACSP,-38,4
Australasian gannet ,Morus serrator ,MORSER,-38,7
